Index;Sport;Championnat;Événement;Formule pari;Prono;Prono ID;Cote;CA (PG);CA en %;Mises (PG);Mises en %;Mises single (PG);Mises single en %;% CA Single;Nb PDJ;Liability;Liability RU;Liability Single;Exposure;Payout;Mises combinés;Combinés perdants;Combinés en cours
108;;;;;30248126;;84,45;10 184;100 %;49 095;100 %;433;100 %;4 %;8 784;;;;;;48 662;33 184;15 478
108;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;1;122619264;1,25;9 749;96 %;48 083;98 %;235;54 %;2 %;8 465;-7 005;-9 925;128;10 201;10 357;47 848;32 745;15 103
108;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;N;122619263;4,3;175;2 %;512;1 %;23;5 %;13 %;208;3 952;3 462;337;1 269;825;489;237;252
108;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;2;122619262;6,6;260;3 %;500;1 %;175;40 %;67 %;111;2 622;555;-576;4 022;2 146;325;202;123
109;;;;;30248170;;83,27;6 467;100 %;25 705;100 %;1 042;100 %;16 %;5 064;;;;;;24 663;16 881;7 782
109;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 MT;1;122619504;1,25;5 785;89 %;23 747;92 %;879;84 %;15 %;4 369;-3 872;-4 943;-112;5 341;7 069;22 868;15 787;7 081
109;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 MT;N;122619506;3;448;7 %;1 491;6 %;36;3 %;8 %;448;1 920;1 791;931;1 950;2 042;1 455;855;600
109;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 MT;2;122619505;14,8;235;4 %;467;2 %;127;12 %;54 %;247;1 602;1 401;-621;2 443;2 378;340;239;101
453;;;;;30178105;;91,49;124 633;100 %;732 553;100 %;5 035;100 %;4 %;121 709;;;;;;727 518;492 600;234 918
453;Football;Liga Portugal;Sporting-Rio Ave;1/N/2;1;122228716;1,07;121 498;97 %;726 239;99 %;3 352;67 %;3 %;119 321;-129 494;-280 673;1 347;282 764;178 773;722 887;489 710;233 177
453;Football;Liga Portugal;Sporting-Rio Ave;1/N/2;N;122228714;8,7;1 553;1 %;3 416;0 %;662;13 %;43 %;1 291;87 267;86 874;-180;16 375;16 909;2 754;1 603;1 151
453;Football;Liga Portugal;Sporting-Rio Ave;1/N/2;2;122228715;23;1 582;1 %;2 898;0 %;1 021;20 %;65 %;1 097;82 514;81 522;-13 654;21 598;21 664;1 877;1 287;590
855;;;;;30248116;;84,96;3 920;100 %;13 283;100 %;620;100 %;16 %;3 467;;;;;;12 663;7 050;5 613
855;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;1;122619227;1,75;2 754;70 %;9 784;74 %;481;78 %;17 %;2 338;-545;-1 250;-209;1 756;1 632;9 303;5 587;3 716
855;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;N;122619225;3,75;913;23 %;2 695;20 %;98;16 %;11 %;879;-2 276;-2 520;257;3 685;3 822;2 597;1 128;1 469
855;Football;Liga Portugal;Sporting-Rio Ave;1/N/2 H;2;122619226;2,95;253;6 %;804;6 %;41;7 %;16 %;250;1 107;1 094;497;357;446;763;335;428
6177;;;;;30263470;;13,39;28 707;100 %;84 266;100 %;7 860;100 %;27 %;14 391;;;;;;76 406;42 179;34 227
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Quaresma;122708735;13;6;0 %;12;0 %;0;0 %;0 %;4;11 540;11 540;7 860;0;0;12;0;12
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Alisson de Almeida Santos;122708752;2,6;7;0 %;21;0 %;0;0 %;0 %;5;11 540;11 540;7 860;0;0;21;8;13
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Ricardo Mangas;122708757;5,35;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Georgios Vagiannidis;122708749;11;13;0 %;23;0 %;2;0 %;15 %;6;11 516;11 516;7 836;22;24;21;0;21
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Francisco Trincao;122708729;2,35;3 197;11 %;6 837;8 %;1 535;20 %;48 %;1 379;6 190;6 113;4 175;3 793;5 296;5 302;2 503;2 799
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Fotis Ioannidis;122708744;1,95;1 174;4 %;3 469;4 %;177;2 %;15 %;652;11 070;11 008;7 514;346;465;3 292;1 266;2 026
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Rodrigo Ribeiro;122708742;2,1;58;0 %;200;0 %;1;0 %;2 %;66;11 538;11 538;7 858;1;2;199;130;69
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Hidemasa Morita;122708741;5,35;0;0 %;1;0 %;0;0 %;0 %;1;11 540;11 540;7 860;0;0;1;0;1
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Matheus Reis;122708725;8;1;0 %;1;0 %;0;0 %;0 %;1;11 540;11 540;7 860;0;0;1;1;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Maximiliano Araujo;122708734;2,85;894;3 %;1 396;2 %;677;9 %;76 %;220;9 584;9 419;5 930;1 429;1 943;719;339;380
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Morten Hjulmand;122708755;3,5;43;0 %;138;0 %;0;0 %;0 %;63;11 540;11 540;7 860;0;0;138;113;25
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Luis Javier Suarez;122708743;1,6;22 665;79 %;71 084;84 %;5 015;64 %;22 %;11 775;-16 149;-20 250;-242;23 237;27 133;66 069;37 459;28 610
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Goncalo Inacio;122708763;11;11;0 %;20;0 %;1;0 %;9 %;6;11 528;11 528;7 848;11;12;19;0;19
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Joao Pedro Aranuth Barrocas Simoes;122708737;5,35;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Goncalves, Flavio;122708727;2,65;12;0 %;55;0 %;0;0 %;0 %;26;11 540;11 540;7 860;0;0;55;53;2
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Giorgi Kochorashvili;122708738;3,55;5;0 %;17;0 %;0;0 %;0 %;3;11 540;11 540;7 860;0;0;17;2;15
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Blopa, Salvador;122708739;3,4;6;0 %;30;0 %;0;0 %;0 %;3;11 540;11 540;7 860;0;0;30;20;10
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Rafael Genuino Lobato;122708759;11;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Karem Zoabi;122708758;9;1;0 %;3;0 %;0;0 %;0 %;1;11 540;11 540;7 860;0;0;3;0;3
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Andre Luiz;122708728;9;81;0 %;118;0 %;62;1 %;77 %;35;10 993;10 993;7 367;483;547;56;34;22
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Jonathan Panzo;122708730;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Dario Spikic;122708761;9,5;20;0 %;20;0 %;20;0 %;100 %;2;11 350;11 350;7 670;170;190;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Nelson Abbey;122708726;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Joao Graca;122708753;17;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Clayton;122708746;5,65;361;1 %;659;1 %;220;3 %;61 %;117;9 893;9 817;6 658;1 487;1 636;439;245;194
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Andreas Ntoi;122708745;25;150;1 %;150;0 %;150;2 %;100 %;15;7 790;7 790;4 110;3 600;3 750;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Eric Emanuel da Silva Moreira;122708751;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Omar Richards;122708760;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Ole Pohlmann;122708747;9,5;2;0 %;8;0 %;0;0 %;0 %;7;11 540;11 540;7 860;0;0;8;5;3
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Julien Lomboto;122708736;20;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Marc Gual;122708740;9;1;0 %;3;0 %;0;0 %;0 %;3;11 503;11 503;7 860;36;37;3;0;3
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Joao Tome;122708731;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Francisco Petrasso;122708754;25;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Jakub Brabec;122708750;22;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Brandon Aguilera Zamora;122708748;15;0;0 %;1;0 %;0;0 %;0 %;1;11 540;11 540;7 860;0;0;1;1;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Antonis Papakanellos;122708756;9,5;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Georgios Liavas;122708732;17;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Nikolaos Athanasiou;122708762;22;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6177;Football;Liga Portugal;Sporting-Rio Ave;Buteur;Pas de but;122708733;1,01;0;0 %;0;0 %;0;0 %;0 %;0;11 540;11 540;7 860;0;0;0;0;0
6178;;;;;30265654;;15,83;7 036;100 %;19 916;100 %;1 359;100 %;19 %;2 392;;;;;;18 557;7 708;10 849
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Luis Javier Suarez;122718809;1,52;4 560;65 %;14 545;73 %;205;15 %;4 %;1 555;-451;-798;1 043;2 028;2 190;14 340;6 551;7 789
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Fotis Ioannidis;122718812;1,85;530;8 %;928;5 %;344;25 %;65 %;126;1 203;1 203;722;342;692;584;164;420
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Rodrigo Ribeiro;122718800;2;27;0 %;89;0 %;0;0 %;0 %;11;1 895;1 895;1 359;0;0;89;14;75
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Francisco Trincao;122718783;2,2;991;14 %;2 909;15 %;173;13 %;17 %;450;1 484;1 484;977;230;411;2 736;697;2 039
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Alisson de Almeida Santos;122718791;2,5;11;0 %;35;0 %;0;0 %;0 %;5;1 895;1 895;1 359;0;0;35;1;34
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Goncalves, Flavio;122718803;2,6;5;0 %;14;0 %;0;0 %;0 %;11;1 881;1 881;1 359;13;14;14;10;4
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Maximiliano Araujo;122718792;2,75;338;5 %;677;3 %;166;12 %;49 %;136;1 357;1 269;903;408;488;511;209;302
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Blopa, Salvador;122718798;3,35;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Morten Hjulmand;122718790;3,5;4;0 %;9;0 %;0;0 %;0 %;5;1 708;1 708;1 359;183;188;9;1;8
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Giorgi Kochorashvili;122718813;3,55;0;0 %;2;0 %;0;0 %;0 %;1;1 895;1 895;1 359;0;0;2;0;2
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Clayton;122718804;5,7;142;2 %;202;1 %;108;8 %;76 %;47;1 220;1 220;769;565;675;94;35;59
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Ricardo Mangas;122718793;5,3;5;0 %;15;0 %;0;0 %;0 %;2;1 895;1 895;1 359;0;0;15;0;15
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Hidemasa Morita;122718808;5,4;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Joao Pedro Aranuth Barrocas Simoes;122718801;5,4;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Marc Gual;122718807;8,75;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Andre Luiz;122718796;8,75;63;1 %;116;1 %;17;1 %;27 %;16;1 760;1 760;1 232;117;135;99;4;95
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Karem Zoabi;122718795;9;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Dario Spikic;122718797;9,75;261;4 %;261;1 %;261;19 %;100 %;8;-454;-454;-990;2 088;2 349;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Ole Pohlmann;122718810;9,75;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Antonis Papakanellos;122718811;9,25;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Matheus Reis;122718786;8;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Rafael Genuino Lobato;122718784;11,5;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Goncalo Inacio;122718794;11;96;1 %;107;1 %;85;6 %;89 %;14;960;960;424;850;935;22;19;3
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Brandon Aguilera Zamora;122718805;15;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Georgios Vagiannidis;122718785;11,5;1;0 %;2;0 %;0;0 %;0 %;1;1 895;1 895;1 359;0;0;2;0;2
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Joao Graca;122718789;18;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Georgios Liavas;122718802;18;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Quaresma;122718806;14;2;0 %;3;0 %;0;0 %;0 %;3;1 881;1 881;1 359;14;15;3;1;2
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Julien Lomboto;122718788;22;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Nikolaos Athanasiou;122718799;26;0;0 %;2;0 %;0;0 %;0 %;1;1 895;1 895;1 359;0;0;2;2;0
6178;Football;Liga Portugal;Sporting-Rio Ave;Buteur ou son remplaçant marque;Nelson Abbey;122718787;26;0;0 %;0;0 %;0;0 %;0 %;0;1 895;1 895;1 359;0;0;0;0;0
6180;;;;;30265652;;20,77;1 739;100 %;2 887;100 %;1 250;100 %;72 %;396;;;;;;1 637;732;905
6180;Football;Liga Portugal;Sporting-Rio Ave;Le Duo marque +1,5 buts ?;L.Javier Suarez+F.Ioannidis;122718758;1,85;259;15 %;610;21 %;133;11 %;51 %;94;1 127;1 127;999;118;251;477;302;175
6180;Football;Liga Portugal;Sporting-Rio Ave;Le Duo marque +1,5 buts ?;L.Javier Suarez+F.Trincao;122718761;2,1;957;55 %;1 626;56 %;642;51 %;67 %;212;-468;-482;-102;1 130;1 834;984;303;681
6180;Football;Liga Portugal;Sporting-Rio Ave;Le Duo marque +1,5 buts ?;L.Javier Suarez+A.de Almeida Santos;122718753;2,2;2;0 %;7;0 %;0;0 %;0 %;4;1 361;1 361;1 250;15;17;7;5;2
6180;Football;Liga Portugal;Sporting-Rio Ave;Le Duo marque +1,5 buts ?;L.Javier Suarez+M.Araujo;122718766;2,35;344;20 %;410;14 %;325;26 %;94 %;42;498;498;486;549;880;85;77;8
6180;Football;Liga Portugal;Sporting-Rio Ave;Le Duo marque +1,5 buts ?;F.Ioannidis+F.Trincao;122718764;2,6;153;9 %;167;6 %;150;12 %;98 %;7;988;988;860;240;390;17;16;1
